"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2020,155698626,128963640,5,"C",20,,""
2020,155704705,128963670,5,"C",20,,""
2020,155704733,128963705,51,"C",14,,""
2020,155698710,128963728,51,"C",20,,""
2020,151644172,125193652,16,"C",18,,""
2020,151646635,125197375,49,"C",31,,"F"
2020,151644327,125193805,23,"C",24,,""
2020,151646793,125197506,30,"C",20,,""
2020,151644374,125197531,13,"C",8,,""
2020,151644418,125193887,5,"C",20,,""
2020,154414821,127829662,45,"C",20,,""
2020,154409723,127829716,2,"A",47,,""
2020,154414943,127824279,5,"C",20,,""
2020,154414941,127824279,44,"C",20,,""
2020,154409774,127824301,51,"C",20,,""
2020,151638748,125190595,8,"C",20,,""
2020,151646527,125193571,23,"C",8,,""
2020,151644306,125193785,49,"C",20,,"F"
2020,151644320,125197483,5,"C",20,,""
2020,151644338,125193814,2,"C",20,,""
2020,152650568,126186088,5,"C",13,,""
2020,152650573,126186092,5,"C",18,,""
2020,152650583,126186102,23,"C",46,,""
2020,152650783,126186294,5,"C",14,,""
2020,152650813,126186320,45,"C",16,,""
2020,152650900,126186402,2,"C",47,,""
2020,152650926,126186431,63,"C",20,,""
2020,152650929,126186434,2,"A",7,,""
2020,152650946,126186453,2,"C",11,,""
2020,152650963,126186464,16,"C",11,,""
2020,152651043,126186540,21,"C",16,,""
2020,152651166,126186648,51,"C",13,,""
2020,152651187,126186671,23,"C",8,,""
2020,152651219,126186702,51,"C",20,,""
2020,152651277,126186749,14,"C",13,,""
2020,152651294,126186767,5,"C",20,,""
2020,152651741,126187176,5,"C",1,,""
2020,152651798,126187208,11,"C",20,,""
2020,152652117,126187502,51,"C",20,,""
2020,152652129,126187509,5,"C",25,,""
2020,152652138,126187515,23,"C",12,,""
2020,152652169,126187548,45,"C",13,,""
2020,151644032,125197232,5,"C",13,,""
2020,151646630,125193664,23,"C",24,,""
2020,151644180,125193664,63,"C",24,,""
2020,151644201,125197378,51,"C",20,,""
2020,151644218,125197394,14,"C",20,,""
2020,151646685,125193713,5,"C",20,,""
2020,151646754,125197457,51,"C",20,,""
2020,151644309,125197475,2,"C",20,,""
2020,151644321,125197484,27,"C",20,,""
2020,151644323,125193798,2,"C",20,,""
2020,151646773,125193801,45,"C",36,,""
2020,151644332,125197489,2,"C",20,,""
2020,151646791,125193821,11,"C",7,,""
2020,151646814,125193842,49,"C",20,,"F"
2020,151644416,125197562,27,"C",20,,""
2020,158401331,131365898,2,"C",20,,""
2020,158401353,131360462,23,"C",12,,""
2020,158401338,131365932,16,"C",20,,""
2020,158400925,131365932,28,"C",18,,""
2020,158400924,131365932,45,"C",20,,""
2020,158400970,131360499,45,"C",5,,""
2020,158401510,131366066,7,"C",18,,""
2020,158401019,131366066,5,"C",18,,""
2020,158401525,131366074,51,"C",20,,""
2020,155698523,128968673,45,"C",20,,""
2020,155698553,128968715,5,"C",20,,""
2020,155704598,128963572,27,"C",23,,""
2020,155704669,128963634,5,"C",18,,""
2020,158401555,131366107,45,"C",13,,""
2020,158401582,131360582,5,"C",20,,""
2020,158401126,131366207,45,"C",20,,""
2020,158401131,131366212,51,"C",20,,""
2020,158401691,131360669,28,"C",13,,""
2020,158401715,131366235,8,"C",20,,""
2020,158406259,131366337,49,"C",20,,"N"
2020,158406325,131366417,16,"C",13,,""
2020,158401913,131366422,49,"C",20,,"N"
2020,158401951,131366463,5,"C",13,,""
2020,158401987,131366496,49,"C",20,,"N"
2020,158401988,131366496,63,"C",7,,""
2020,158402022,131366529,51,"C",20,,""
2020,158406458,131366569,45,"C",46,,""
2020,153553892,126996166,49,"C",20,,"N"
2020,153553951,126996220,23,"C",8,,""
2020,153557129,126996233,49,"C",20,,"F"
2020,153557141,127001174,45,"C",20,,""
2020,153557151,126996248,49,"C",20,,"F"
2020,153557159,126996254,51,"C",20,,""
2020,153553976,126996264,51,"C",20,,""
2020,153554004,127001209,45,"C",13,,""
2020,153557192,127001221,51,"C",20,,""
2020,153557204,126996305,7,"C",30,,""
2020,153554056,126996335,23,"C",8,,""
2020,153554064,127001253,16,"C",13,,""
2020,153554072,127001257,51,"C",20,,""
2020,153554073,126996356,21,"C",20,,""
2020,153554082,127001267,45,"C",2,,""
2020,153554107,126996394,23,"C",7,,""
2020,155711398,128977138,36,"A",18,,""
2020,155711427,128971505,5,"C",18,,""
2020,155711432,128971511,49,"C",45,,"F"
2020,151641785,125185486,45,"C",14,,""
2020,151642057,125190396,45,"C",40,,""
2020,151642286,125185901,51,"C",20,,""
2020,152650512,126186033,44,"C",24,,""
2020,152650706,126186219,23,"C",8,,""
2020,152650753,126186267,5,"C",13,,""
2020,152650931,126186435,16,"C",20,,""
2020,152650951,126186454,14,"C",20,,""
2020,152651237,126186720,27,"C",14,,""
2020,152651341,126186813,47,"C",7,,""
2020,152651635,126187081,51,"C",20,,""
2020,152651636,126187081,5,"C",20,,""
2020,152651732,126187169,23,"C",25,,""
2020,152651764,126187183,45,"C",20,,""
2020,152652018,126187416,51,"C",20,,""
2020,152652111,126187496,41,"C",25,,""
2020,152652202,126187577,5,"C",24,,""
2020,152652211,126187585,45,"C",13,,""
2020,152652220,126187596,45,"C",10,,""
2020,153553851,126996124,5,"C",19,,""
2020,153553865,126991076,21,"C",20,,""
2020,153557028,126991079,5,"C",13,,""
2020,153557038,126991089,5,"C",21,,""
2020,153553878,126996153,51,"C",20,,""
2020,153557044,126991094,51,"C",20,,""
2020,153557051,126991100,2,"C",20,,""
2020,153557055,127001105,45,"C",20,,""
2020,153557118,127001160,47,"C",20,,""
2020,153554086,126996372,27,"C",20,,""
2020,153554133,127001303,45,"C",20,,""
2020,150626347,124376385,2,"C",43,,""
2020,150626348,124376385,63,"C",43,,""
2020,149221600,123346456,44,"C",41,,""
2020,149221608,123346463,14,"C",20,,""
2020,152650509,126186032,45,"C",20,,""
2020,152650517,126186040,44,"C",20,,""
2020,152650528,126186049,2,"A",25,,""
2020,152650656,126186172,45,"C",10,,""
2020,152650698,126186213,44,"C",20,,""
2020,152650717,126186235,23,"C",8,,""
2020,152650857,126186373,16,"C",13,,""
2020,152650896,126186405,2,"C",47,,""
2020,152650918,126186422,14,"C",18,,""
2020,152650956,126186459,5,"C",13,,""
2020,152650970,126186470,23,"C",12,,""
2020,152651195,126186686,51,"C",21,,""
2020,152651256,126186735,11,"C",2,,""
2020,152651257,126186735,28,"C",2,,""
2020,152651255,126186735,63,"C",2,,""
2020,152651252,126186735,14,"C",20,,""
2020,152651254,126186735,2,"C",2,,""
2020,152651267,126186741,5,"C",6,,""
2020,152651367,126186838,45,"C",20,,""
2020,152651556,126187013,5,"C",20,,""
2020,152651918,126187326,45,"C",20,,""
2020,152651961,126187369,16,"C",13,,""
2020,152652015,126187411,45,"C",21,,""
2020,152652284,126187643,45,"C",20,,""
2020,152650516,126186038,44,"C",20,,""
2020,152650529,126186051,45,"C",20,,""
2020,152650561,126186080,45,"C",20,,""
2020,152650596,126186113,45,"C",22,,""
2020,152650620,126186136,51,"C",20,,""
2020,152650693,126186206,23,"C",8,,""
2020,152650702,126186217,45,"C",20,,""
2020,152651530,126186988,45,"C",20,,""
2020,152651601,126187053,56,"A",20,,""
2020,152651977,126187380,5,"C",20,,""
2020,152651989,126187395,20,"C",20,,""
2020,152652180,126187557,49,"C",20,,"N"
2020,152652185,126187557,51,"C",20,,""
2020,152650577,126186100,5,"C",20,,""
2020,152650593,126186117,14,"C",18,,""
2020,152650641,126186152,44,"C",20,,""
2020,152650636,126186160,14,"C",16,,""
2020,152650649,126186166,49,"C",20,,"N"
2020,152650691,126186208,23,"C",8,,""
2020,152650680,126186200,23,"C",8,,""
2020,152650784,126186295,44,"C",20,,""
2020,152650811,126186315,5,"C",20,,""
2020,152651460,126186926,23,"C",8,,""
2020,152651492,126186948,51,"C",13,,""
2020,152651508,126186966,36,"C",20,,""
2020,152651574,126187028,2,"C",20,,""
2020,152651694,126187129,14,"C",25,,""
2020,152651718,126187153,23,"C",43,,""
2020,152650519,126186041,5,"C",34,,""
2020,152650537,126186058,27,"C",20,,""
2020,152650618,126186135,44,"C",20,,""
2020,152650634,126186148,2,"A",20,,""
2020,152650631,126186159,44,"C",20,,""
2020,152650659,126186176,21,"A",20,,""
2020,152650719,126186230,16,"C",20,,""
2020,152650732,126186240,51,"C",20,,""
2020,152650759,126186272,2,"C",20,,""
2020,152650780,126186293,49,"C",6,,"N"
2020,152651605,126187059,45,"C",13,,""
2020,152651608,126187059,51,"C",18,,""
2020,152651704,126187135,14,"A",20,,""
2020,152651707,126187141,51,"C",13,,""
2020,152651809,126187261,27,"C",20,,""
2020,152651810,126187261,51,"C",20,,""
2020,152651812,126187261,5,"C",20,,""
2020,152650591,126186120,14,"C",20,,""
2020,152650610,126186128,45,"C",13,,""
2020,152650750,126186265,27,"C",20,,""
2020,152650860,126186368,2,"C",20,,""
2020,152650899,126186408,45,"C",13,,""
2020,152650975,126186474,14,"C",20,,""
2020,152650983,126186486,51,"C",20,,""
2020,152650985,126186486,5,"C",20,,""
2020,152651013,126186511,27,"C",20,,""
2020,152651024,126186522,46,"C",25,,""
2020,152651114,126186601,3,"C",20,,""
2020,152651127,126186615,49,"C",20,,"N"
2020,152651129,126186615,11,"C",20,,""
2020,152651150,126186635,45,"C",18,,""
2020,152651156,126186642,5,"C",18,,""
2020,152651172,126186664,23,"C",8,,""
2020,152651231,126186716,14,"C",25,,""
2020,152651244,126186729,14,"C",18,,""
2020,152651242,126186729,5,"C",18,,""
2020,152651318,126186789,23,"C",24,,""
2020,152651346,126186817,16,"C",13,,""
2020,152651388,126186874,23,"C",24,,""
2020,152651581,126187038,5,"C",7,,""
2020,152651603,126187056,14,"A",20,,""
2020,152651617,126187066,51,"C",20,,""
2020,152651711,126187144,23,"C",8,,""
2020,152651881,126187284,2,"A",25,,""
2020,152651902,126187310,45,"C",18,,""
2020,152651987,126187391,5,"C",20,,""
2020,152652017,126187415,63,"C",18,,""
2020,152652216,126187588,51,"C",3,,""
2020,152652231,126187607,17,"C",2,,""
2020,152652278,126187641,5,"C",5,,""
2020,152650541,126186064,5,"C",20,,""
2020,152650556,126186079,2,"C",2,,""
2020,152650611,126186139,14,"C",10,,""
2020,152650737,126186254,51,"C",20,,""
2020,152650828,126186339,51,"C",13,,""
2020,152650884,126186398,2,"C",20,,""
2020,152651028,126186527,23,"C",12,,""
2020,152651065,126186559,2,"C",20,,""
2020,152651373,126186844,11,"C",7,,""
2020,152651531,126186989,36,"C",20,,""
2020,152651553,126187008,51,"C",20,,""
2020,152651607,126187058,45,"C",30,,""
2020,152651734,126187166,41,"C",25,,""
2020,152651757,126187200,45,"C",20,,""
2020,152650623,126186142,5,"C",20,,""
2020,152650637,126186153,14,"C",20,,""
2020,152650669,126186185,49,"C",24,,"F"
2020,152651076,126186565,5,"C",20,,""
2020,152651087,126186577,51,"C",20,,""
2020,152651174,126186658,45,"C",20,,""
2020,152651344,126186815,16,"C",13,,""
2020,152651852,126187257,45,"C",20,,""
2020,152651981,126187382,49,"C",21,,"F"
2020,152652209,126187584,46,"C",5,,""
2020,152652335,126187696,5,"C",13,,""
2020,152652365,126187725,27,"C",13,,""
2020,152652363,126187725,5,"C",13,,""
2020,152652412,126187768,51,"C",13,,""
2020,152650844,126186356,47,"C",10,,""
2020,152650966,126186480,47,"C",14,,""
2020,152650965,126186480,28,"C",14,,""
2020,152651025,126186524,20,"C",13,,""
2020,152651222,126186708,16,"C",14,,""
2020,152651225,126186710,56,"C",20,,""
2020,152651243,126186728,45,"C",4,,""
2020,152651289,126186765,45,"C",20,,""
2020,152650751,126186264,44,"C",20,,""
2020,152650816,126186325,2,"C",20,,""
2020,152650880,126186387,2,"C",20,,""
2020,152650914,126186418,2,"C",20,,""
2020,152650943,126186451,47,"C",7,,""
2020,152651552,126187007,5,"C",18,,""
2020,152651784,126187201,63,"C",25,,""
2020,152652080,126187473,16,"C",13,,""
2020,152652092,126187480,45,"C",46,,""
2020,152651496,126186954,62,"C",18,,""
2020,152651542,126187001,14,"C",13,,""
2020,152651580,126187035,49,"C",5,,"N"
2020,152652226,126187602,5,"C",20,,""
2020,152651760,126187200,28,"C",12,,""
2020,152651801,126187207,45,"C",30,,""
2020,152651841,126187272,16,"C",13,,""
2020,153557015,126996130,27,"C",20,,""
2020,153557016,126996130,32,"C",20,,""
2020,153557084,126996191,44,"C",20,,""
2020,152652094,126187480,63,"C",8,,""
2020,152652135,126187514,51,"C",20,,""
2020,152652149,126187527,51,"C",18,,""
2020,152652157,126187538,5,"C",5,,""
2020,152650617,126186133,5,"C",20,,""
2020,152650655,126186171,39,"C",20,,""
2020,152650705,126186220,23,"C",8,,""
2020,152650755,126186269,14,"C",18,,""
2020,152650800,126186310,5,"C",20,,""
2020,152650803,126186329,5,"C",20,,""
2020,152650866,126186376,27,"C",20,,""
2020,152651374,126186843,45,"C",18,,""
2020,152651770,126187188,51,"C",20,,""
2020,152651913,126187322,5,"C",18,,""
2020,152650592,126186109,27,"C",14,,""
2020,152650674,126186187,27,"C",13,,""
2020,152650733,126186244,51,"C",20,,""
2020,152650743,126186258,27,"C",20,,""
2020,152650841,126186347,45,"C",34,,""
2020,152650877,126186384,2,"C",24,,""
2020,152650906,126186412,2,"C",20,,""
2020,152651213,126186697,16,"C",18,,""
2020,152651233,126186718,14,"C",18,,""
2020,152651279,126186753,45,"C",20,,""
2020,152651340,126186809,23,"C",8,,""
2020,152651360,126186833,51,"C",20,,""
2020,152651431,126186901,11,"C",23,,""
2020,152651506,126186964,36,"C",20,,""
2020,152651516,126186974,5,"C",13,,""
2020,152651547,126187003,5,"C",20,,""
2020,152651766,126187193,45,"C",18,,""
2020,152651890,126187300,5,"C",18,,""
2020,152651905,126187315,5,"C",38,,""
2020,152650796,126186305,14,"C",13,,""
2020,152650838,126186348,49,"C",20,,"F"
2020,152650898,126186401,5,"C",20,,""
2020,152650897,126186401,27,"C",20,,""
2020,152651041,126186537,51,"C",25,,""
2020,152651116,126186602,45,"C",20,,""
2020,152651142,126186631,16,"C",8,,""
2020,152651141,126186631,23,"C",8,,""
2020,152651203,126186682,45,"C",20,,""
2020,152651211,126186695,5,"C",20,,""
2020,152651272,126186747,2,"C",7,,""
2020,152651332,126186800,41,"C",2,,""
2020,152651529,126186986,44,"C",20,,""
2020,152651538,126186994,45,"C",20,,""
2020,152651615,126187063,14,"A",18,,""
2020,152651948,126187353,5,"C",13,,""
2020,152651994,126187398,5,"C",25,,""
2020,152652116,126187501,5,"C",19,,""
2020,152652291,126187646,39,"C",13,,""
2020,152652319,126187684,5,"C",20,,""
2020,152652333,126187694,45,"C",13,,""
2020,152652340,126187698,5,"C",13,,""
2020,152652358,126187716,5,"C",18,,""
2020,152650543,126186065,5,"C",20,,""
2020,152650542,126186065,44,"C",20,,""
2020,152650605,126186121,44,"C",11,,""
2020,152650615,126186132,49,"C",7,,"F"
2020,152650710,126186227,23,"C",8,,""
2020,152650876,126186383,2,"C",20,,""
2020,152650891,126186396,49,"C",7,,"F"
2020,152650933,126186437,46,"C",47,,""
2020,152651467,126186929,45,"C",6,,""
2020,152651486,126186947,23,"C",43,,""
2020,152651565,126187023,5,"C",25,,""
2020,152651838,126187256,5,"C",32,,""
2020,152651901,126187312,28,"C",18,,""
2020,152652311,126187668,14,"C",18,,""
2020,152652350,126187708,45,"C",16,,""
2020,152652385,126187741,5,"C",18,,""
2020,152651797,126187204,5,"C",25,,""
2020,152651829,126187277,14,"C",20,,""
2020,152651842,126187277,2,"C",12,,""
2020,152651850,126187277,28,"C",12,,""
2020,152651910,126187319,37,"C",24,,""
2020,152651988,126187388,23,"C",7,,""
2020,152650531,126186053,45,"C",20,,""
2020,152650574,126186091,2,"C",46,,""
2020,152650607,126186126,49,"A",20,,"N"
2020,152650622,126186140,51,"C",20,,""
2020,152650678,126186194,62,"C",11,,""
2020,152650873,126186380,2,"C",20,,""
2020,152650982,126186481,27,"C",13,,""
2020,152651032,126186533,5,"C",13,,""
2020,152651060,126186553,45,"C",20,,""
2020,152651067,126186564,49,"C",7,,"F"
2020,152651069,126186564,5,"C",7,,""
2020,152651085,126186576,45,"C",25,,""
2020,152651094,126186585,2,"C",24,,""
2020,152651182,126186666,45,"C",7,,""
2020,152651356,126186829,5,"C",20,,""
2020,152651513,126186970,27,"C",13,,""
2020,152651517,126186977,41,"C",7,,""
2020,152651742,126187175,51,"C",20,,""
2020,152651835,126187255,21,"C",18,,""
2020,149221955,123346805,16,"C",15,,""
2020,149221959,123346808,5,"C",20,,""
2020,149221965,123346813,5,"C",20,,""
2020,149221985,123346834,51,"C",13,,""
2020,149221999,123346847,45,"C",20,,""
2020,155711384,128971473,63,"C",47,,""
2020,155711400,128977143,47,"C",20,,""
2020,155711430,128971508,16,"C",18,,""
2020,155711415,128971493,49,"C",20,,"N"
2020,152650567,126186086,14,"C",20,,""
2020,152650580,126186098,23,"C",46,,""
2020,152650604,126186122,2,"A",20,,""
2020,152650711,126186237,23,"C",8,,""
2020,152650837,126186363,51,"C",18,,""
2020,152651206,126186692,7,"C",18,,""
2020,152651227,126186712,51,"C",20,,""
2020,152651282,126186755,5,"C",18,,""
2020,152651337,126186808,41,"C",2,,""
2020,152651355,126186827,45,"C",20,,""
2020,152651567,126187018,5,"C",5,,""
2020,152651803,126187212,16,"C",18,,""
2020,152652241,126187614,63,"A",20,,""
2020,152652325,126187682,14,"C",13,,""
2020,152652337,126187697,27,"C",20,,""
2020,152652347,126187706,5,"C",13,,""
2020,152652390,126187747,14,"C",18,,""
2020,152652403,126187759,5,"C",20,,""
2020,150622487,124372889,5,"C",13,,""
2020,150626957,124373094,45,"C",20,,""
2020,152650990,126186490,44,"C",20,,""
2020,152651066,126186555,5,"C",11,,""
2020,152651107,126186598,45,"C",16,,""
2020,152651207,126186700,51,"C",18,,""
2020,152651251,126186734,5,"C",20,,""
