"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2019,12,144195794,28187065
2019,20,144202853,28171514
2019,20,144179988,28171521
2019,12,144180012,28171526
2019,20,144180033,28171530
2019,12,144196146,28187120
2019,12,138652920,26058744
2019,12,138650842,26061903
2019,12,138656526,26054102
2019,9,138650887,26061923
2019,12,138656572,26054120
2019,12,138650945,26061932
2019,12,138650975,26054133
2019,12,138651060,26061966
2019,12,138653607,26058891
2019,12,137958563,25855069
2019,20,137966144,25863005
2019,12,137964303,25861541
2019,10,137966391,25855156
2019,20,137958925,25855163
2019,18,137959005,25863076
2019,3,137964438,25855174
2019,18,137966492,25855179
2019,18,137959028,25863083
2019,5,137964688,25861627
2019,9,137964678,25861623
2019,12,137964681,25861625
2019,12,148297196,29511775
2019,20,148297787,29516849
2019,20,148297862,29511898
2019,6,148301583,29511948
2019,9,148301583,29521840
2019,16,148301675,29521860
2019,20,137964007,25861466
2019,12,137966401,25855160
2019,20,137964364,25861558
2019,12,137964506,25861592
2019,19,137966521,25855186
2019,12,137959058,25863093
2019,12,137964543,25861599
2019,12,137959085,25861602
2019,20,137964019,25861469
2019,20,137964190,25863013
2019,12,137964215,25861519
2019,20,137964299,25861539
2019,12,137964338,25861552
2019,9,137958873,25863047
2019,20,137958910,25863054
2019,10,137964366,25855165
2019,12,137959030,25863084
2019,12,137959112,25863100
2019,12,137959036,25863086
2019,12,137966661,25855213
2019,12,137964252,25861525
2019,12,137964258,25861526
2019,20,137966344,25855143
2019,20,137958849,25855145
2019,20,137964435,25861577
2019,12,137966512,25855182
2019,12,137964467,25855187
2019,9,137959052,25863091
2019,12,137966535,25855192
2019,12,137964585,25861611
2019,12,137964587,25861612
2019,20,137956050,25861483
2019,20,137966191,25855102
2019,20,132815364,24458184
2019,20,132815377,24450069
2019,12,132825781,24458340
2019,12,132816023,24458354
2019,12,132816038,24458356
2019,12,132864395,24460400
2019,20,132872770,24465291
2019,18,132759699,24434851
2019,9,132815376,24458190
2019,12,132815596,24458247
2019,12,132816076,24458368
2019,3,132872661,24468089
2019,3,132872662,24460393
2019,3,132865732,24460704
2019,12,132877137,24465856
2019,5,132767090,24434994
2019,12,136694299,25482474
2019,12,136694438,25482498
2019,20,136699364,25477487
2019,12,136694467,25482507
2019,20,136702167,25473460
2019,9,136702192,25473466
2019,12,136694576,25473476
2019,12,136699460,25482549
2019,3,136699491,25482556
2019,12,136699563,25473535
2019,3,136702437,25473542
2019,3,136702439,25473543
2019,12,136702475,25473552
2019,20,136702506,25473560
2019,12,136699625,25473563
2019,12,136694836,25473564
2019,12,136699632,25477553
2019,2,132814061,24449717
2019,12,132814510,24458005
2019,12,132815016,24458112
2019,9,132824719,24449984
2019,12,132825111,24450065
2019,12,132825274,24450123
2019,12,132827662,24455076
2019,20,132869353,24468041
2019,20,132872663,24465246
2019,20,132870008,24465344
2019,12,132873324,24468239
2019,12,132877015,24465816
2019,12,132865671,24460688
2019,9,132877065,24465834
2019,12,132865753,24460711
2019,12,132874353,24468510
2019,12,136701976,25482464
2019,12,136699305,25482489
2019,12,136694385,25477472
2019,12,132864479,24465315
2019,12,132864481,24465320
2019,12,132873956,24468401
2019,12,132865531,24460652
2019,12,132876816,24465772
2019,12,132874216,24468471
2019,12,132755225,24443024
2019,12,132765479,24439235
2019,19,132766248,24443257
2019,12,132815563,24458240
2019,12,132815585,24450144
2019,12,132815595,24458246
2019,12,132825915,24458359
2019,12,132828165,24455156
2019,12,136702038,25473435
2019,20,136702046,25473438
2019,12,136699341,25477478
2019,12,136702130,25473448
2019,20,136699372,25477489
2019,20,136702138,25473451
2019,12,136702156,25473458
2019,18,136694498,25482510
2019,12,136702230,25482534
2019,12,136702308,25473501
2019,20,136702319,25477519
2019,20,136699500,25473504
2019,20,136702339,25482558
2019,20,136694682,25473512
2019,20,136702355,25473517
2019,9,136702396,25473527
2019,12,136702396,25473526
2019,18,136699570,25473537
2019,12,136702466,25477540
2019,20,136699595,25473551
2019,20,136702478,25473553
2019,20,136694805,25482585
2019,20,136702561,25473579
2019,12,136699712,25482625
2019,12,136694954,25482626
2019,12,136694958,25482628
2019,20,136702633,25473591
2019,20,136694986,25477573
2019,20,136702660,25477578
2019,12,136699751,25477583
2019,12,136699754,25482646
2019,18,136699754,25482647
2019,12,132766528,24443305
2019,10,132755952,24443185
2019,20,132766866,24443405
2019,12,132864214,24460356
2019,20,132872618,24468075
2019,12,132869683,24465257
2019,4,132876615,24465720
2019,19,132876728,24465747
2019,12,132874210,24468468
2019,12,132877012,24465815
2019,10,132865766,24460713
2019,12,132865766,24460715
2019,20,132814290,24457951
2019,12,132815073,24458119
2019,3,136941467,25543186
2019,20,136933542,25543191
2019,20,136941480,25538792
2019,12,136933588,25543195
2019,20,136941535,25538796
2019,20,136936699,25546790
2019,20,136933650,25546799
2019,11,136936745,25546806
2019,3,136941597,25546807
2019,5,136936830,25546824
2019,12,136941699,25538824
2019,12,136936836,25543246
2019,9,136941717,25546830
2019,12,136946319,25538843
2019,18,136946330,25543273
2019,12,136946403,25543283
2019,20,138646125,26054012
2019,12,138656619,26054129
2019,12,138656683,26054143
2019,12,138656709,26054158
2019,12,138653650,26054175
2019,3,137964227,25855118
2019,12,137959190,25861621
2019,12,137959215,25863116
2019,12,137377298,25693599
2019,6,137381981,25693596
2019,20,144179955,28171512
2019,20,138656249,26058771
2019,12,138653111,26058775
2019,12,138656289,26058780
2019,20,138653188,26054047
2019,20,138650697,26061864
2019,12,138653219,26061865
2019,20,138650811,26061891
2019,14,138650819,26061892
2019,20,138652938,26058747
2019,12,138650520,26054023
2019,12,138650542,26061845
2019,20,138653028,26058763
2019,9,138656233,26054032
2019,20,138656304,26054044
2019,20,137381749,25693523
2019,20,137381924,25693586
2019,20,137377233,25688162
2019,12,137381997,25693600
2019,12,137377299,25693601
2019,12,137370937,25693363
2019,12,137370959,25693377
2019,12,137371049,25693389
2019,12,137376521,25693441
2019,12,137381359,25688025
2019,12,137381435,25693464
2019,20,137377017,25688117
2019,20,137377111,25688134
2019,20,137381881,25693572
2019,12,137382002,25688175
2019,12,137376588,25688026
2019,20,137376706,25688046
2019,20,137381964,25688166
2019,20,137377009,25688113
2019,20,137381863,25688149
2019,20,137381941,25693591
2019,10,137377236,25688163
2019,20,137377242,25688164
2019,12,137377305,25688176
2019,12,137381539,25693486
2019,12,137381182,25687979
2019,20,137381461,25688045
2019,12,137377189,25688152
2019,12,137377287,25693598
2019,12,137376161,25693345
2019,12,137376182,25693349
2019,12,137370956,25693374
2019,12,137371058,25693393
2019,12,137376317,25687972
2019,12,137376400,25687985
2019,12,137376416,25687990
2019,12,137376513,25688009
2019,20,137381602,25688078
2019,20,137381606,25693495
2019,12,137381820,25693555
2019,20,137381847,25693561
2019,12,137377157,25688146
2019,12,137377197,25688154
2019,9,137381934,25693590
2019,12,136905958,25525419
2019,20,136909120,25525425
2019,20,136905962,25525424
2019,20,136941583,25543215
2019,20,136915277,25525403
2019,12,136909049,25525404
2019,12,137376166,25687947
2019,12,137376174,25687949
2019,12,137371066,25687967
2019,12,137371104,25693404
2019,12,137376399,25693427
2019,12,137376615,25693455
2019,18,137376621,25688032
2019,20,137381460,25693473
2019,12,137381526,25688056
2019,20,137381676,25693508
2019,20,137381745,25693522
2019,12,137377213,25688158
2019,20,137376720,25693476
2019,20,137376956,25688104
2019,12,137381299,25693442
2019,12,137376608,25688029
2019,20,137377176,25693565
2019,12,137381932,25693589
2019,12,143327506,27931417
2019,12,143327536,27931423
2019,14,143327630,27931438
2019,12,143321393,27940109
2019,12,143315942,27940121
2019,12,143316058,27940134
2019,12,143321546,27940136
2019,20,138653054,26058764
2019,20,138656242,26058768
2019,10,138653198,26054048
2019,12,138650718,26061873
2019,20,138650739,26061876
2019,12,138656539,26054107
2019,12,138656717,26058885
2019,12,138653657,26058901
2019,12,138653688,26058910
2019,12,138653702,26058912
2019,12,138653716,26058914
2019,6,138653735,26058917
2019,22,138653745,26058920
2019,22,138653744,26058919
2019,12,137966151,25861504
2019,20,137964308,25863037
2019,12,137958851,25863038
2019,20,137958860,25863041
2019,12,137958866,25863046
2019,12,137966412,25861559
2019,12,137966560,25855196
2019,12,137964564,25861604
2019,20,137966686,25855216
2019,12,137959261,25863120
2019,12,137964137,25861496
2019,20,137966300,25855130
2019,12,137966301,25855131
2019,4,137966356,25855148
2019,12,137966365,25861549
2019,20,137966368,25861551
2019,9,137964384,25861562
2019,9,137958955,25863064
2019,3,137966763,25855225
2019,12,137959273,25863123
2019,12,137966781,25855226
2019,19,137964334,25863044
2019,20,137966419,25855166
2019,12,137958990,25863072
2019,12,137966489,25855178
2019,12,137966548,25855193
2019,12,137959101,25861607
2019,20,137958822,25863026
2019,20,137958829,25863029
2019,20,137958863,25863042
2019,12,137966657,25855212
2019,9,137966759,25855224
2019,12,144195629,28171493
2019,12,144202596,28183288
2019,20,144179877,28171499
2019,12,144179920,28187071
2019,10,144195856,28187073
2019,20,144179969,28171516
2019,12,144195954,28187095
2019,20,144195980,28187100
2019,20,144179989,28171522
2019,12,144206198,28187129
2019,12,144206196,28187128
2019,20,137966713,25855217
2019,12,137959224,25863117
2019,12,137370843,25687943
2019,12,137376192,25687953
2019,11,137376532,25688018
2019,12,137381327,25693451
2019,12,137376606,25693453
2019,12,137381511,25693481
2019,20,137376849,25688074
2019,9,137381888,25693575
2019,18,141026359,27235085
2019,12,141024560,27235092
2019,11,141026374,27235091
2019,12,141026383,27252353
2019,12,141026390,27235096
2019,12,141026395,27235098
2019,12,141026404,27252357
2019,12,141024595,27235106
2019,12,141026427,27235107
2019,12,141021091,27252367
2019,12,141026467,27235115
2019,12,141026476,27252381
2019,12,141031195,27235118
2019,12,141026495,27252393
2019,12,141031214,27235121
2019,20,141026498,27252394
2019,9,141031222,27250701
2019,12,141031236,27235122
2019,2,141026510,27235123
2019,12,141024683,27250702
2019,2,141031241,27252398
2019,12,141026539,27235130
2019,12,141026542,27235131
2019,12,141024693,27250706
2019,12,141024696,27252405
2019,12,141031308,27252407
2019,3,141031310,27252408
2019,3,141031309,27235135
2019,12,141031328,27235139
2019,10,141031332,27252412
2019,12,141031344,27252415
2019,12,141026584,27252416
2019,12,141031381,27252420
2019,12,141026607,27235144
2019,12,141026626,27235149
2019,9,141031396,27252422
2019,12,141031399,27252425
2019,12,141026648,27235153
2019,12,141026689,27252433
2019,12,141026400,27235099
2019,9,141024581,27252358
2019,18,141026414,27235103
2019,12,141026629,27252424
2019,12,141031497,27250724
2019,12,141026744,27250727
2019,12,141031627,27235175
2019,20,141024994,27235191
2019,20,141026986,27235205
2019,20,141025175,27250781
2019,20,141027107,27235234
2019,12,141027112,27235236
2019,10,141026700,27252435
2019,12,141026700,27235160
2019,12,141031523,27250726
2019,20,141026748,27252448
2019,12,141031541,27250731
2019,12,141026753,27235166
2019,20,141024908,27250738
2019,20,141031626,27235174
2019,20,141024911,27250740
2019,20,132872514,24468039
2019,20,132869596,24468080
2019,20,132872809,24468119
2019,12,132873886,24465709
2019,12,132876574,24468385
2019,12,132876820,24468432
2019,2,132877215,24465877
2019,12,132876967,24465804
2019,12,132877064,24465833
2019,20,137956020,25861474
2019,12,137964082,25861486
2019,20,137958650,25855089
2019,12,137964174,25861508
2019,20,137966175,25855099
2019,12,137958746,25863014
2019,20,137966223,25855104
2019,20,137958759,25863016
2019,20,137964228,25855121
2019,20,137966329,25855137
2019,20,137966338,25863032
2019,20,137964301,25861540
2019,20,137966357,25855149
2019,20,137966367,25861550
2019,20,137966388,25855155
2019,20,137958919,25855162
2019,12,137959011,25863078
2019,12,137966477,25863077
2019,12,137966473,25861572
2019,12,137964433,25861576
2019,12,137959009,25855173
2019,12,137959019,25863082
2019,12,137964452,25861581
2019,12,137966528,25855188
2019,12,137964478,25855191
2019,9,137966559,25855195
2019,12,137959073,25863094
2019,12,137964521,25861595
2019,12,137959077,25861597
2019,12,137964545,25861600
2019,12,137966600,25855200
2019,9,137966599,25855199
2019,12,137959111,25861609
2019,12,137959138,25863103
2019,12,137959142,25855211
2019,12,137959147,25863105
2019,20,137966671,25855214
2019,12,137966679,25855215
2019,12,137964628,25863110
2019,12,137964631,25861618
2019,12,137964638,25861620
2019,12,132755939,24443184
2019,20,132824701,24449981
2019,20,132767171,24443463
2019,20,132825262,24450118
2019,20,132827246,24458245
2019,12,132815676,24458268
2019,20,132827555,24455043
2019,12,132815867,24458319
2019,12,132816072,24450269
2019,3,136695006,25482641
2019,12,136699809,25473617
2019,9,136703031,25473699
2019,12,136703150,25482774
2019,12,136703167,25477690
2019,12,144202627,28183291
2019,12,144195777,28187063
2019,12,144195519,28187009
2019,12,144179821,28171490
2019,12,144195611,28187035
2019,12,144202540,28183279
2019,12,144202553,28183282
2019,12,144202619,28183290
2019,12,144195684,28187050
2019,12,144195712,28187056
2019,12,144202674,28183298
2019,12,144202719,28171503
2019,12,144195815,28187067
2019,12,144195819,28187068
2019,12,144195527,28187013
2019,20,142131671,27534101
2019,20,144202904,28183319
2019,20,144202854,28187092
2019,20,144179980,28171519
2019,12,144202942,28183329
2019,12,144202962,28183333
2019,9,144206268,28187149
2019,9,144180084,28187150
2019,12,144206279,28187152
2019,20,144202950,28183330
2019,18,144202939,28183327
2019,20,144202944,28187110
2019,20,144202994,28187124
2019,9,144202960,28183332
2019,12,144202965,28183336
2019,12,144202964,28183335
2019,10,144202964,28183334
2019,20,144203032,28183340
2019,20,144203007,28171536
2019,9,144203041,28183341
2019,12,142131773,27582236
2019,18,142131773,27582237
2019,11,142136346,27581663
2019,18,142050794,27582244
2019,12,142050810,27582246
2019,12,142137240,27582250
2019,12,142050818,27582251
2019,6,142137325,27586873
2019,12,142137437,27586904
2019,12,142137461,27586906
2019,12,142137474,27586907
2019,12,142137877,27586984
2019,12,144202412,28183262
2019,18,144179807,28171488
2019,12,144202531,28183276
2019,11,144195765,28187060
2019,12,144195784,28183301
2019,12,144202750,28187069
2019,20,148287484,29516841
2019,20,148287581,29516855
2019,10,148298146,29511928
2019,12,148298433,29521877
2019,12,144202483,28183270
2019,12,144195508,28187008
2019,12,144195521,28187010
2019,9,144195564,28187021
2019,20,144195687,28187052
2019,10,144195533,28187015
2019,10,144195552,28187017
2019,12,144195552,28187018
2019,9,144195552,28187019
2019,12,144202476,28183269
2019,12,144195909,28187083
2019,22,144180042,28171532
2019,12,148297176,29511771
2019,12,148297509,29511837
2019,20,148301247,29521780
2019,12,148297642,29511863
2019,6,148301315,29521792
2019,12,144202549,28187039
2019,18,144206235,28187140
2019,20,144180059,28171538
2019,10,144180073,28171540
2019,12,144202398,28183261
2019,18,144195571,28187024
2019,12,144195574,28187027
2019,12,144195572,28187025
2019,22,144202547,28183281
2019,12,144195694,28187054
2019,20,144202632,28183292
2019,12,144179908,28171506
2019,3,144179926,28171508
2019,12,144195873,28187074
2019,9,144202795,28183312
2019,20,145114614,28453419
2019,12,145122053,28457731
2019,12,145083222,28435601
2019,12,145089411,28440989
2019,12,145083430,28435653
2019,12,145089348,28435613
2019,12,145083261,28430867
2019,12,145089433,28440994
2019,12,145083319,28435633
2019,12,145083355,28435639
2019,2,145080343,28430879
2019,20,145083374,28435643
2019,12,144195952,28187094
2019,10,144202927,28183325
2019,20,144196107,28183328
2019,20,145122038,28457728
2019,20,145114892,28453484
2019,20,145114910,28453489
2019,20,145117168,28448240
2019,12,145117224,28453514
2019,12,144203044,28183342
2019,12,144196089,28187107
2019,20,144203024,28183339
2019,20,144203075,28183345
2019,18,144202811,28183316
2019,20,144202809,28183315
2019,12,144196123,28187114
2019,12,144196137,28187118
2019,18,144202868,28183318
2019,9,145083223,28435603
2019,12,145083223,28435602
2019,12,145083291,28435625
2019,20,144202930,28183326
2019,3,144203086,28183346
2019,12,144203088,28183347
2019,12,144206309,28187160
2019,20,144203098,28183348
2019,20,145114731,28453446
2019,20,145121976,28457715
2019,12,145117135,28453471
2019,12,145114894,28453486
2019,12,145114893,28453485
2019,20,145115023,28453510
2019,18,145115025,28453512
2019,18,145115027,28453513
2019,20,145115033,28453517
2019,20,145115034,28453518
2019,20,145115101,28453530
2019,9,145115131,28453538
2019,12,145083379,28435644
2019,12,145083388,28430881
2019,12,145114659,28453427
2019,17,145114769,28453454
2019,12,145114769,28453453
2019,12,145114768,28453452
2019,12,145114773,28453456
2019,20,145114793,28453462
2019,20,145114847,28453473
2019,20,145114979,28453503
2019,18,145115014,28453508
2019,12,141024574,27250674
2019,12,141021046,27252356
2019,20,141026403,27250675
2019,12,141024584,27250677
2019,12,141026410,27235100
2019,12,141026412,27235102
2019,12,141026423,27252363
2019,12,141024603,27252365
2019,12,141021078,27252366
2019,12,141021099,27250684
2019,12,141024617,27252371
2019,12,141024620,27250686
2019,12,141021118,27235110
2019,12,141024643,27250690
2019,12,141021136,27250691
2019,12,141021144,27252375
2019,11,141021138,27235111
2019,12,141021151,27250692
2019,12,141024654,27250693
2019,12,141021158,27252377
2019,2,141021161,27252378
2019,20,141024666,27252384
2019,12,141031177,27252385
2019,3,141024668,27252386
2019,12,141026515,27235125
2019,12,141026516,27235126
2019,12,141026514,27235124
2019,20,141031248,27235127
2019,12,141031249,27252399
2019,12,141031253,27250703
2019,3,141031254,27252400
2019,12,141031257,27252401
2019,9,141031258,27250704
2019,12,141026541,27252403
2019,12,141031277,27252404
2019,12,141031279,27250707
2019,12,141024698,27250708
2019,12,141026554,27235133
2019,12,141031313,27235136
2019,12,141031315,27252410
2019,12,141026563,27252409
2019,12,141031320,27235137
2019,12,141031336,27252414
2019,12,141031333,27252413
2019,12,141026602,27235143
2019,12,141031389,27235146
2019,12,141026610,27235145
2019,12,141026613,27250710
2019,12,141031391,27252421
2019,12,141031402,27252426
2019,12,141031403,27252427
2019,12,141024724,27250711
2019,12,141024750,27252431
2019,12,141024760,27235155
2019,12,141024767,27250717
2019,12,141026694,27235159
2019,12,141031513,27252443
2019,12,141031528,27252445
2019,12,141024847,27250730
2019,12,141024846,27250729
2019,12,141031544,27252450
2019,20,141031552,27252452
2019,12,141024872,27250732
2019,12,141026783,27235171
2019,20,141026809,27235172
2019,12,141026822,27252458
2019,12,141026823,27250737
2019,20,141026869,27235182
2019,12,141024952,27235186
2019,20,141026907,27250744
2019,20,141024980,27250750
2019,12,141026921,27235189
2019,12,141025018,27252467
2019,20,141031711,27252468
2019,20,141026969,27235201
2019,3,141031727,27252471
2019,12,141031729,27252473
2019,20,141025051,27250757
2019,12,141025070,27250762
2019,3,141027012,27235210
2019,20,141025077,27235212
2019,20,141031753,27252474
2019,10,141031754,27252475
2019,12,141031763,27252478
2019,20,141031765,27252479
2019,20,141027043,27235221
2019,20,141027048,27235223
2019,12,141031777,27252483
2019,20,141031782,27252484
2019,12,141025126,27235225
2019,12,141025133,27250766
2019,12,141031797,27250767
2019,20,141025136,27250769
2019,20,141031802,27252485
2019,20,141031809,27252486
2019,12,141025146,27235230
2019,12,141031824,27250775
2019,12,141031825,27252489
2019,20,141025172,27250777
2019,20,141031832,27252491
2019,12,141031834,27252492
2019,12,141031838,27252493
2019,20,141031843,27250785
2019,20,141025207,27235239
2019,12,141025221,27250790
2019,20,141031866,27252499
2019,20,142050779,27582240
2019,20,142136753,27581755
2019,20,142136518,27534109
2019,12,136936724,25543210
2019,18,136938490,25547136
2019,20,136909007,25525396
2019,20,136936624,25538790
2019,20,136936716,25546793
2019,20,136909090,25525415
2019,20,138650450,26061830
2019,20,138650626,26058772
2019,20,138653216,26061863
2019,20,138650705,26061870
2019,12,138656353,26054054
2019,12,138656532,26054104
2019,12,148297189,29511774
2019,12,148297255,29511792
2019,20,148297521,29511838
2019,20,148297581,29511850
2019,20,148301337,29521796
2019,12,148287785,29516896
2019,3,142136491,27581686
2019,9,137958856,25855147
2019,3,137964354,25855157
2019,12,137966466,25861568
2019,20,137966474,25861574
2019,12,137959022,25861579
2019,12,137959097,25855204
2019,20,138653423,26058842
2019,12,138653443,26058848
2019,12,141024517,27252349
2019,12,141021094,27235109
2019,12,141026483,27235117
2019,17,141031345,27235141
2019,12,141031345,27235142
2019,12,141031398,27252423
2019,12,141031451,27235157
2019,12,137964014,25855070
2019,20,137958566,25861471
2019,12,137964145,25863004
2019,20,137966361,25855150
2019,12,137958865,25863045
2019,12,137966485,25855176
2019,12,137959050,25855190
2019,12,137966567,25861594
2019,12,141024528,27250666
2019,12,141021040,27252354
2019,19,142136649,27534116
2019,12,142050731,27582231
2019,12,142136700,27581747
2019,12,142050775,27582238
2019,12,142131779,27534121
2019,20,142136766,27581758
2019,20,142136800,27586765
2019,20,142131882,27534136
2019,20,142136281,27534096
2019,12,142131616,27581660
2019,20,142136497,27581690
2019,12,136936814,25538820
2019,20,136933596,25543198
2019,12,136933657,25546801
2019,18,136936783,25546813
2019,12,136936803,25546816
2019,12,136946260,25543249
2019,12,136936883,25546836
2019,12,136946329,25546844
2019,3,136946462,25538859
2019,3,136946463,25543295
2019,12,136938492,25547137
2019,20,136905889,25525407
2019,20,136941456,25546777
2019,20,136941545,25546789
2019,12,136941672,25538818
2019,12,136941747,25538837
2019,12,136946298,25546839
2019,6,136941864,25538858
2019,12,144179881,28171501
2019,20,144179914,28171507
2019,12,138650443,26061826
2019,5,138650443,26058735
2019,20,138646104,26058736
2019,9,138652894,26061833
